time,Displacement,velocity,Acceleration
0.0,0.0,0.0,982.4992212631977
0.0001,2.0378723221326087e-06,0.045931769254182256,407.57446442652173
0.0002,7.95504137032853e-06,0.07369659606857501,264.7984245555391
0.00030000000000000003,1.6281938501418268e-05,0.09350150483060157,191.44750484644746
0.0004,2.6360675363289187e-05,0.10848480446857546,145.71727576215224
0.0005,3.778059051018248e-05,0.12019637149108536,114.28694000714873
0.0006000000000000001,5.025751367565476e-05,0.12954755944896992,91.45720327274975
0.0007,6.3583947118137e-05,0.13713520473447607,74.33549951704855
0.0008,7.760403333453383e-05,0.14338372075180547,61.31314858984589
0.0009000000000000001,9.219954308052131e-05,0.14861544469780016,51.42753416138555
0.001,0.00010728135078219785,0.15308708332576937,44.05264637930477
0.0011,0.00012278375703089094,0.157008859216497,38.73958322322916
0.0012000000000000001,0.00013866031450985157,0.16055473780856477,35.13431146218374
0.0013000000000000002,0.00015488047350030551,0.1638682174263981,32.937041919490895
0.0014,0.0001714267142054782,0.16706607592177183,31.88379250657508
0.0015,0.0001882920174608529,0.17024129112452546,31.739132639499722
0.0016,0.00020547761622717993,0.17346569101879641,32.29393077489502
0.0017000000000000001,0.0002229910093427514,0.17679253344496174,33.36480273836582
0.0018000000000000002,0.0002408442310081178,0.18025904010944574,34.79366417405181
0.0019,0.00025905236884815613,0.18388883877651757,36.44676581874027
0.002,0.00027763231827227495,0.18769425261458686,38.21310929341355
0.0021000000000000003,0.0002966017554430434,0.19167838734766593,40.00238186195974
0.0022,0.00031597830731686945,0.1958369879153052,41.74262781188602
0.0023,0.00033577889544334134,0.20016005746154428,43.37786698826494
0.0024000000000000002,0.0003560192303119963,0.20463324829394786,44.86582450010127
0.0025,0.00037671343452913233,0.2092390455713385,46.175877548238915
0.0026000000000000003,0.0003978737754407883,0.21395777012157557,47.28727090442784
0.0027,0.00041951049049767904,0.21876842797385848,48.18760894662685
0.0028,0.00044163169130283534,0.22364943219580014,48.87160155408822
0.0029000000000000002,0.0004642433346375196,0.2285792187046845,49.34002302085247
0.003,0.00048734925068541046,0.23353677294095995,49.59883548448104
0.0031000000000000003,0.0005109512201229071,0.23850207947021435,49.65842868015456
0.0032,0.0005350490927379098,0.24345650228559354,49.532933596239594
0.0033,0.0005596409408493385,0.24838310015618273,49.23957657387942
0.0034000000000000002,0.0005847232411185062,0.2532668789599468,48.79805070988097
0.0035,0.0006102910784728959,0.25809498155912536,48.22989167900719
0.0036000000000000003,0.0006363383659003037,0.26285681532544963,47.55785429904612
0.0037,0.0006628580739013576,0.2675441177410034,46.80529370178381
0.0038,0.000689842463478141,0.27215096139315237,45.99556053662498
0.0039000000000000003,0.0007172833167332301,0.27667370094506577,45.151423154766825
0.004,0.0007451721594843094,0.2811108661030836,44.29453131455951
0.0041,0.0007735004707738644,0.28546300604720315,43.444935849324324
0.004200000000000001,0.000802259874764881,0.28973249210043994,42.620677259262436
0.0043,0.0008314423112432938,0.2939232864800855,41.83745367376042
0.0044,0.0008610401817684467,0.29804068572717646,41.10837542886938
0.0045000000000000005,0.0008910464693908854,0.3020910478109585,40.4438099442006
0.0046,0.0009214548307567576,0.30608151194338795,39.85131695529242
0.0047,0.0009522596603046233,0.3100197198301743,39.335670705370426
0.0048000000000000004,0.0009834561271007166,0.3139135464645047,38.89896261518737
0.0049,0.0010150401856240164,0.31777084768669916,38.540775369865344
0.005,0.0010470085624795533,0.32159923064600504,38.25841737337435
0.0051,0.0010793587215699807,0.325405852072413,38.04720516535875
0.005200000000000001,0.001112088810680574,0.3291972479599055,37.900780670376875
0.0053,0.0011451975927266838,0.33297919693811195,37.81145002387951
0.0054,0.001178684365076155,0.3367566183213374,37.770531131984015
0.0055000000000000005,0.001212548870398272,0.3405335046192206,37.76869799665209
0.0056,0.0012467912024156143,0.34431288720983666,37.79631108402386
0.0057,0.0012814117097592881,0.3480968329425526,37.84372453801915
0.0058000000000000005,0.0013164109008672845,0.35188646867348505,37.901562748245006
0.0059,0.0013517893525375453,0.35568203015122446,37.96096058247481
0.006,0.0013875476243696957,0.35948293126637515,38.01376340558679
0.0061,0.0014236861809201315,0.3632878494501502,38.05268475961243
0.006200000000000001,0.0014602053229712053,0.36709482294325757,38.071421211767685
0.0063,0.0014971051288922513,0.370901355740471,38.06472534403858
0.0064,0.0015343854066619165,0.3747045262288157,38.02843912360902
0.006500000000000001,0.0015720456567394877,0.37850109585627884,37.959490937919284
0.0066,0.0016100850456270636,0.3822876145701741,37.855860389604096
0.0067,0.0016485023896617146,0.3860605202266109,37.716515526707774
0.0068000000000000005,0.0016872961483220693,0.3898162296723707,37.5413275386745
0.006900000000000001,0.0017264644261297893,0.3935512197170087,37.330968096592905
0.007,0.0017660049820738682,0.39726209672716006,37.086794475626775
0.0071,0.0018059152453835617,0.40094565407043115,36.810727395499434
0.007200000000000001,0.0018461923364214879,0.4045989170990637,36.505126176626774
0.0073,0.0018868330914582163,0.40821917578281675,36.172665364433016
0.0074,0.00192783409011875,0.41180400546808216,35.81621645039029
0.007500000000000001,0.0019691916843542676,0.41535127655064386,35.438737741848264
0.0076,0.002010902027883481,0.4188591540998255,35.043174829725196
0.0077,0.002052961105160943,0.4223260886614307,34.6323734960185
0.0078000000000000005,0.00209536475905864,0.42575079959717366,34.20900631075662
0.0079,0.0021381087165864023,0.42913225239238945,33.77551360900007
0.008,0.0021811886121207613,0.4324696313860536,33.33405902399068
0.0081,0.00222460000775584,0.43576230935308696,32.886499294697025
0.0082,0.002268338410529499,0.4390098153047142,32.43436767005511
0.0083,0.0023123992864094913,0.44221180177503083,31.97886990424312
0.008400000000000001,0.002356778071044881,0.44536801273769877,31.520891577250396
0.0085,0.002401470177395064,0.4484782531526159,31.061015282658232
0.0086,0.0024464710004408175,0.4515423609851065,30.59954609831464
0.008700000000000001,0.00249177591925777,0.45456018237563833,30.136543688428812
0.0088,0.002537380296792214,0.4575315504720555,29.671859376058755
0.0089,0.0025832794777222268,0.4604562682735259,29.205176561382913
0.009000000000000001,0.0026294687848142898,0.4633340956803113,28.736052942120352
0.0091,0.0026759435141978467,0.46616474079936165,28.26396310517908
0.0092,0.0027226989299787853,0.4689478554255519,27.788340200479222
0.009300000000000001,0.002769730258599178,0.4716830345039946,27.308615567455536
0.0094,0.0028170326833263704,0.4743698192817348,26.82425535860499
0.0095,0.002864601339221464,0.4770077037779059,26.334793383996736
0.009600000000000001,0.0029124313088971583,0.4795961441402152,25.839859580805
0.0097,0.0029605176193296216,0.4821345704120811,25.33920368833669
0.0098,0.003008855239940212,0.4846224002080438,24.832713876568313
0.0099,0.003057439082112173,0.4870590537839785,24.32043023126996
0.01,0.0031040007496985827,0.4482528098418842,-428.8475583975356
0.010100000000000001,0.0031475538735033434,0.42123992115072284,-254.43143588553326
0.0102,0.0031887971202920595,0.4029204732880694,-176.14906527124924
0.0103,0.0032284463394223898,0.3896356584883529,-128.5656396953325
