time,Displacement,velocity,Acceleration
0.0,0.0,0.0,982.4992212631977
0.01,-0.0002689119326084466,0.8353073274021404,-5.378238652168932
0.02,0.0005924709549341434,-0.5330207377239556,-149.83380772957625
0.03,0.00035443186027992596,0.25890346274995757,101.84336565170678
0.04,0.00043225027760085974,-0.10647885841601923,-50.22432420357284
0.05,0.0003119833405126121,0.02022218956785915,18.890432941438892
0.06,0.0002869862497326812,-0.004130276320296909,-4.544379729170446
0.07,0.00029514232753744793,0.0007812909868576169,0.9891768201547171
0.08,0.0003347917332709234,0.007465792372408539,0.6367299172979864
0.09,0.00039470354690685904,0.005355057261933472,-0.2949222017629949
0.1,0.00045317263113126325,0.005984796392469425,0.09837023210138984
0.11,0.0004977141787143836,0.003287561827194221,-0.30612832683147845
0.12,0.0005159232492084376,0.00034273463747023624,-0.29333095555776423
0.13,0.0004997908789467437,-0.0034811316503558713,-0.39119433272792525
0.14,0.0004481185338382723,-0.006901913755905114,-0.33722057209825373
0.15,0.0003708976712064553,-0.00869812623403693,-0.1640345014553172
0.16,0.0002853855891505368,-0.008578366473576663,0.029383605689016597
0.17,0.0002067748470056561,-0.007246449316915314,0.14345845181771796
0.18,0.00014144927816322637,-0.005818052482815707,0.14277848653446815
0.19,8.672912108546498e-05,-0.005059764914362671,0.06920735500791368
0.2,3.5284470922963774e-05,-0.005151632480290706,-0.01694002037748988
0.21,-1.976734022952723e-05,-0.005810337014254725,-0.07070972699167882
0.22,-8.16657799433216e-05,-0.006564678430514212,-0.07590139142494244
0.23,-0.00014930863837080803,-0.006996275173063319,-0.039921482446885564
0.24,-0.00021838668765146506,-0.006871188661369853,0.01769404899952334
0.25,-0.0002832591969214709,-0.0061564973407182075,0.07678754687385439
0.26,-0.00033865600973953107,-0.004964783321311555,0.12336321178243768
0.27,-0.000380780539425545,-0.0034845151887748765,0.15046607054203126
0.28,-0.0004078049362650596,-0.0019257183065084264,0.1564151009646837
0.29,-0.00041987952486233416,-0.0004777125224988462,0.14365188935619394
0.3,-0.0004187311117702386,0.0007300221516310104,0.11851076634167934
0.31,-0.00040692123949105327,0.0016574382801818233,0.09019301525750564
0.32,-0.00038694858735251485,0.0023570970131966554,0.06796538673440408
0.33,-0.00036049849453407613,0.002942266190195549,0.05758245372944282
0.34,-0.00032812626398280917,0.0035309118927267353,0.058991372986229446
0.35000000000000003,-0.0002894806687999403,0.004191242806933821,0.06672952511203079
0.36,-0.00024392936500063723,0.004913574762388245,0.07277751459929617
0.37,-0.00019128052636885136,0.005618457088966032,0.07026182015806812
0.38,-0.0001322878605980999,0.006192765995466885,0.05616189762182331
0.39,-6.876022659028805e-05,0.006534506980998551,0.0319994810628599
0.4,-3.283227994574047e-06,0.00658731755295771,0.0026385757145697287
0.41000000000000003,6.129390481434344e-05,0.006353812495940772,-0.02592085441319233
0.42,0.00012239483368512924,0.005886914038839705,-0.04874392177243897
0.43,0.00017809263365242133,0.0052658605526034056,-0.06342680842209936
0.44,0.0002272268183492155,0.00456733183410186,-0.0704884165847974
0.45,0.0002692649022949166,0.003842279599227745,-0.0727046879063513
